grid_id,lat,lon,forest_mask,ndmi,ndvi,forest_pct,ndmi_raw_score,ndmi_hist_mean,ndmi_hist_min,ndmi_hist_max,ndmi_hist_count,ndmi_deviation,moisture_score_calibrated,moisture_class_calibrated,ndmi_calibration_method,map1_distance_m,map1_pressure,map2_distance_m,map2_pressure,mining_pressure_score,mining_pressure_class,fire_count,fire_frp_max,fire_frp_sum,fire_detected,fire_intensity_class,ndvi_hist_mean,ndmi_hist_mean_trend,repeated_fire_count,ndvi_trend_class,ndmi_trend_class,repeated_fire_class,health_score,health_class,health_risk,moisture_risk,mining_risk,fire_risk,historical_risk_score,final_risk_score,final_priority,patrol_action,google_maps_link,system_run_timestamp_local,corrected_health_score,corrected_health_class,corrected_health_risk,corrected_moisture_score,corrected_moisture_class,corrected_moisture_risk,corrected_mining_risk,corrected_mining_class,corrected_fire_risk,corrected_fire_class,corrected_history_risk,corrected_final_risk_score,corrected_final_priority,corrected_patrol_action,pipeline_timestamp
GD-04-42,24.540424,87.44078894660257,0.043801459,-0.154340339,0.1948544416109875,4.380145881515774,21,-0.147608552,-0.163151,-0.127025494,29,-0.0067,18,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,53829.55,0,50294.53,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2076417681759881,-0.147608552,0,STABLE,STABLE,NO_REPEATED_FIRE,19,CRITICAL,81,82,0,0,0,44.85,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.540424002874598,87.44078894660257",02-05-2026 16:55,32.76,STRESSED,67.24,20.81,DRY_STRESS,70.87,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,42.43,LOW,Continue monitoring,02-05-2026 16:55
GD-60-31,25.043478260869524,87.33187886630543,0.092611701,-0.122914259,0.3483006015778686,9.261170084447672,25,-0.111416352,-0.124884105,-0.028398,29,-0.0115,2,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,815.65,72.81,5879.44,0,72.81,HIGH,0,,0,FALSE,NO_FIRE,0.3599493142700835,-0.111416352,0,STABLE,STABLE,NO_REPEATED_FIRE,35,STRESSED,65,98,72.81,0,0,60.21,HIGH,"Priority patrol within 24 hours; inspect moisture, mining pressure, vegetation stress","https://www.google.com/maps?q=25.043478260869524,87.33187886630543",02-05-2026 16:55,49.81,MODERATE,50.19,25.3,DRY_STRESS,64.58,70,NEAR_MINE,0,NO_ACTIVE_FIRE,5,41.93,LOW,Continue monitoring,02-05-2026 16:55
GD-64-29,25.079410707869165,87.31207703352413,0.022363568,-0.144603023,0.2451848078525129,2.236356818015232,22,-0.139467864,-0.145659687,-0.063955,24,-0.0051,1,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,4330.72,0,10317.95,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2515050396185349,-0.139467864,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,99,0,0,0,48.45,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.079410707869165,87.31207703352413",02-05-2026 16:55,38.35,STRESSED,61.65,22.2,DRY_STRESS,68.92,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,41.67,LOW,Continue monitoring,02-05-2026 16:55
GD-60-27,25.043478260869524,87.29227520074284,0.035844316,-0.139000132,0.2535506239189425,3.584431646065477,23,-0.135578782,-0.140435185,-0.090712,24,-0.0034,3,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,4671.32,0,8559.57,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2627847088650526,-0.135578782,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,97,0,0,0,47.85,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.043478260869524,87.29227520074284",02-05-2026 16:55,39.28,STRESSED,60.72,23,DRY_STRESS,67.8,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,41.06,LOW,Continue monitoring,02-05-2026 16:55
GD-46-14,24.917714696370798,87.16356328766442,0.013509696,-0.155958621,0.2439233609301857,1.3509695783668354,21,-0.163138593,-0.170369886,-0.109677,24,0.0072,29,VERY_DRY,GRID_HISTORY_CALIBRATED,22699.53,0,21444.59,0,0,NONE,0,,0,FALSE,NO_FIRE,0.253702804,-0.163138593,0,STABLE,STABLE,NO_REPEATED_FIRE,24,STRESSED,76,71,0,0,0,40.3,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.917714696370794,87.16356328766442",02-05-2026 16:55,38.21,STRESSED,61.79,20.58,DRY_STRESS,71.19,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.89,LOW,Continue monitoring,02-05-2026 16:55
GD-28-31,24.756018684872423,87.33187886630543,0.038914086,-0.196921431,0.3186559233837259,3.891408607510617,15,-0.211840612,-0.226112523,-0.096507,24,0.0149,28,VERY_DRY,GRID_HISTORY_CALIBRATED,29846.29,0,26321.38,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3076617639428745,-0.211840612,0,STABLE,STABLE,NO_REPEATED_FIRE,32,STRESSED,68,72,0,0,0,38.6,LOW,Routine monitoring,"https://www.google.com/maps?q=24.756018684872423,87.33187886630543",02-05-2026 16:55,46.52,MODERATE,53.48,14.73,DRY_STRESS,79.38,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.86,LOW,Continue monitoring,02-05-2026 16:55
GD-74-17,25.16924182536826,87.19326603683636,0.010138417,-0.156391685,0.2479538002722791,1.0138416750341024,21,-0.162905756,-0.170918079,-0.089413,24,0.0065,23,VERY_DRY,GRID_HISTORY_CALIBRATED,19854.49,0,25431.17,0,0,NONE,0,,0,FALSE,NO_FIRE,0.23985508,-0.162905756,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,77,0,0,0,41.85,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.16924182536826,87.19326603683636",02-05-2026 16:55,38.66,STRESSED,61.34,20.52,DRY_STRESS,71.28,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.79,LOW,Continue monitoring,02-05-2026 16:55
GD-58-25,25.025512037369708,87.27247336796154,0.015886859,-0.154106713,0.250963825,1.588685852583474,21,-0.149634731,-0.154884321,-0.095578,24,-0.0045,1,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,7091.67,0,9303.6,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2545230634001457,-0.149634731,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,99,0,0,0,48.45,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.025512037369708,87.27247336796154",02-05-2026 16:55,39,STRESSED,61,20.84,DRY_STRESS,70.82,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.55,LOW,Continue monitoring,02-05-2026 16:55
GD-32-25,24.791951131872057,87.27247336796154,0.012259384,-0.156940297,0.2585917865915461,1.225938445116523,20,-0.168349336,-0.177428721,-0.13064,24,0.0114,46,DRY,GRID_HISTORY_CALIBRATED,27242.15,0,24080.05,0,0,NONE,0,,0,FALSE,NO_FIRE,0.248056652,-0.168349336,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,54,0,0,0,34.7,LOW,Routine monitoring,"https://www.google.com/maps?q=24.791951131872057,87.27247336796154",02-05-2026 16:55,39.84,STRESSED,60.16,20.44,DRY_STRESS,71.39,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.46,LOW,Continue monitoring,02-05-2026 16:55
GD-66-27,25.097376931368988,87.29227520074284,0.018221383,-0.137774832,0.2244166799238859,1.8221382701694684,23,-0.13500296,-0.137774832,-0.121346,24,-0.0028,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,7144.78,0,13049.66,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2310386522883002,-0.13500296,0,STABLE,STABLE,NO_REPEATED_FIRE,22,STRESSED,78,100,0,0,0,49.5,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.097376931368988,87.29227520074284",02-05-2026 16:55,36.05,STRESSED,63.95,23.18,DRY_STRESS,67.55,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.45,LOW,Continue monitoring,02-05-2026 16:55
GD-68-32,25.115343154868803,87.34177978269608,0.020120975,-0.13928046,0.2296998891162236,2.012097491549562,23,-0.134936009,-0.143263976,-0.021876,24,-0.0043,3,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,7255.19,0,12872.31,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2439490744883745,-0.134936009,0,STABLE,STABLE,NO_REPEATED_FIRE,23,STRESSED,77,97,0,0,0,48.35,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.115343154868803,87.34177978269608",02-05-2026 16:55,36.63,STRESSED,63.37,22.96,DRY_STRESS,67.86,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.37,LOW,Continue monitoring,02-05-2026 16:55
GD-28-30,24.756018684872423,87.32197794991478,0.015775485,-0.174722745,0.294366212,1.5775484789183372,18,-0.18414055,-0.193823428,-0.122965,24,0.0094,32,VERY_DRY,GRID_HISTORY_CALIBRATED,30006.26,0,26494.58,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2901312636898049,-0.18414055,0,STABLE,STABLE,NO_REPEATED_FIRE,29,STRESSED,71,68,0,0,0,38.15,LOW,Routine monitoring,"https://www.google.com/maps?q=24.756018684872423,87.32197794991478",02-05-2026 16:55,43.82,MODERATE,56.18,17.9,DRY_STRESS,74.94,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.34,LOW,Continue monitoring,02-05-2026 16:55
GD-34-04,24.80991735537188,87.06455412375792,0.016861419,-0.149640698,0.2536883725656232,1.686141855947996,21,-0.158832947,-0.167737202,-0.12079,24,0.0092,41,DRY,GRID_HISTORY_CALIBRATED,37856.58,0,36058.65,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2410633966511259,-0.158832947,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,59,0,0,0,36.45,LOW,Routine monitoring,"https://www.google.com/maps?q=24.80991735537188,87.06455412375792",02-05-2026 16:55,39.3,STRESSED,60.7,21.48,DRY_STRESS,69.93,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,40.19,LOW,Continue monitoring,02-05-2026 16:55
GD-59-27,25.03449514911961,87.29227520074284,0.03234862,-0.132172057,0.2711285083064715,3.234862034747743,24,-0.127715795,-0.13441882,-0.059386,24,-0.0045,3,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,4877.66,0,7976.87,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2786364534631512,-0.127715795,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,97,0,0,0,47.35,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.034495149119614,87.29227520074284",02-05-2026 16:55,41.24,MODERATE,58.76,23.98,DRY_STRESS,66.43,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,40.06,LOW,Continue monitoring,02-05-2026 16:55
GD-71-22,25.14229249011853,87.24277061878959,0.013634945,-0.133710889,0.2333914613755654,1.3634945253494113,24,-0.133287666,-0.139077628,-0.065482,24,-0.0004,7,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,14187.1,0,19969.78,0,0,NONE,0,,0,FALSE,NO_FIRE,0.237330732,-0.133287666,0,STABLE,STABLE,NO_REPEATED_FIRE,23,STRESSED,77,93,0,0,0,47.15,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.14229249011853,87.24277061878959",02-05-2026 16:55,37.04,STRESSED,62.96,23.76,DRY_STRESS,66.74,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.91,LOW,Continue monitoring,02-05-2026 16:55
GD-64-27,25.079410707869165,87.29227520074284,0.028559037,-0.141147546,0.2495411211893066,2.855903670356384,23,-0.135707203,-0.141147546,-0.106812,24,-0.0054,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,5807.63,0,11403.99,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2524549312144937,-0.135707203,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,100,0,0,0,48.75,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.079410707869165,87.29227520074284",02-05-2026 16:55,38.84,STRESSED,61.16,22.69,DRY_STRESS,68.23,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.82,LOW,Continue monitoring,02-05-2026 16:55
GD-29-30,24.76500179662233,87.32197794991478,0.034698808,-0.162920693,0.2898335998192517,3.4698808041273748,20,-0.161416793,-0.169953023,-0.12134,29,-0.0015,14,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,29027.65,0,25518.99,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2961685846401045,-0.161416793,0,STABLE,STABLE,NO_REPEATED_FIRE,29,STRESSED,71,86,0,0,0,43.55,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.76500179662233,87.32197794991478",02-05-2026 16:55,43.31,MODERATE,56.69,19.58,DRY_STRESS,72.58,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.78,LOW,Continue monitoring,02-05-2026 16:55
GD-70-25,25.133309378368622,87.27247336796154,0.025152829,-0.138852567,0.2521665671111057,2.515282873,23,-0.138239146,-0.14202786,-0.11303,24,-0.0006,6,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,11490.77,0,17488.57,0,0,NONE,0,,0,FALSE,NO_FIRE,0.258917198,-0.138239146,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,94,0,0,0,46.95,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.133309378368622,87.27247336796154",02-05-2026 16:55,39.13,STRESSED,60.87,23.02,DRY_STRESS,67.77,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.59,LOW,Continue monitoring,02-05-2026 16:55
GD-61-31,25.05246137261944,87.33187886630543,0.1614923760842385,-0.086996501,0.3602844742585627,16.149237608423856,30,-0.086182544,-0.096806041,-0.068604,29,-0.0008,20,VERY_DRY,GRID_HISTORY_CALIBRATED,821.79,72.61,6727.27,0,72.61,HIGH,0,,0,FALSE,NO_FIRE,0.3603294145334034,-0.086182544,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,80,72.61,0,0,54.52,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.052461372619437,87.33187886630543",02-05-2026 16:55,51.14,MODERATE,48.86,30.43,DRY_STRESS,58.05,70,NEAR_MINE,0,NO_ACTIVE_FIRE,5,39.57,LOW,Continue monitoring,02-05-2026 16:55
GD-03-43,24.53144089112468,87.45068986299322,0.6135776087508836,-0.152109444,0.2773606783890814,61.35776087508836,21,-0.14854892,-0.152109444,-0.13506539,29,-0.0036,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,54948.26,0,51413.69,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2786359154299838,-0.14854892,0,STABLE,STABLE,NO_REPEATED_FIRE,28,STRESSED,72,100,0,0,0,48,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.53144089112468,87.45068986299322",02-05-2026 16:55,41.93,MODERATE,58.07,21.13,DRY_STRESS,70.42,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.55,LOW,Continue monitoring,02-05-2026 16:55
GD-30-27,24.77398490837224,87.29227520074284,0.049109735,-0.151748388,0.2775296784739594,4.910973526900093,21,-0.164903764,-0.173348103,-0.151748388,29,0.0132,48,DRY,GRID_HISTORY_CALIBRATED,28630.91,0,25335.66,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2682712552146959,-0.164903764,0,STABLE,STABLE,NO_REPEATED_FIRE,28,STRESSED,72,52,0,0,0,33.6,LOW,Routine monitoring,"https://www.google.com/maps?q=24.773984908372242,87.29227520074284",02-05-2026 16:55,41.95,MODERATE,58.05,21.18,DRY_STRESS,70.35,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.52,LOW,Continue monitoring,02-05-2026 16:55
GD-28-29,24.756018684872423,87.31207703352413,0.077054868,-0.175586969,0.3214484815083546,7.705486763450023,18,-0.170123354,-0.175586969,-0.158112945,29,-0.0055,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,30198.53,0,26704.14,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3221834634985521,-0.170123354,0,STABLE,STABLE,NO_REPEATED_FIRE,32,STRESSED,68,100,0,0,0,47,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.756018684872423,87.31207703352413",02-05-2026 16:55,46.83,MODERATE,53.17,17.77,DRY_STRESS,75.12,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.49,LOW,Continue monitoring,02-05-2026 16:55
GD-37-30,24.836866690621605,87.32197794991478,0.021956947,-0.156296683,0.2876289994174399,2.1956947162426728,21,-0.155601226,-0.164007398,-0.103814,24,-0.0007,13,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,21219.27,0,17790.5,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2918115665163173,-0.155601226,0,STABLE,STABLE,NO_REPEATED_FIRE,29,STRESSED,71,87,0,0,0,43.85,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.836866690621605,87.32197794991478",02-05-2026 16:55,43.07,MODERATE,56.93,20.53,DRY_STRESS,71.26,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.46,LOW,Continue monitoring,02-05-2026 16:55
GD-66-30,25.097376931368988,87.32197794991478,0.027692226,-0.131352431,0.2431965753407485,2.769222558263669,24,-0.13123908,-0.135692098,-0.109292,24,-0.0001,9,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,5574.78,0,11589.08,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2482483374406924,-0.13123908,0,STABLE,STABLE,NO_REPEATED_FIRE,24,STRESSED,76,91,0,0,0,46.3,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.097376931368988,87.32197794991478",02-05-2026 16:55,38.13,STRESSED,61.87,24.09,DRY_STRESS,66.27,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.44,LOW,Continue monitoring,02-05-2026 16:55
GD-27-24,24.747035573122503,87.26257245157089,0.065916577,-0.164841994,0.3043703123716743,6.591657718393011,19,-0.171640203,-0.178840273,-0.144853,29,0.0068,33,VERY_DRY,GRID_HISTORY_CALIBRATED,32287.62,0,29092.16,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3040491636932626,-0.171640203,0,STABLE,STABLE,NO_REPEATED_FIRE,30,STRESSED,70,67,0,0,0,37.6,LOW,Routine monitoring,"https://www.google.com/maps?q=24.747035573122506,87.26257245157089",02-05-2026 16:55,44.93,MODERATE,55.07,19.31,DRY_STRESS,72.97,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.41,LOW,Continue monitoring,02-05-2026 16:55
GD-25-23,24.72906934962269,87.25267153518026,0.012218831,-0.173502486,0.3207284640248175,1.2218830968746432,18,-0.185438158,-0.195517824,-0.131088,24,0.0119,39,DRY,GRID_HISTORY_CALIBRATED,34483.95,0,31302.64,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3071834982537105,-0.185438158,0,STABLE,STABLE,NO_REPEATED_FIRE,32,STRESSED,68,61,0,0,0,35.3,LOW,Routine monitoring,"https://www.google.com/maps?q=24.729069349622694,87.25267153518026",02-05-2026 16:55,46.75,MODERATE,53.25,18.07,DRY_STRESS,74.7,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.38,LOW,Continue monitoring,02-05-2026 16:55
GD-34-29,24.80991735537188,87.31207703352413,0.052864551,-0.158835251,0.2947429584122892,5.286455053337429,20,-0.174151205,-0.184444061,-0.139933,24,0.0153,56,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,24329.85,0,20936.2,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2828052681746466,-0.174151205,0,STABLE,STABLE,NO_REPEATED_FIRE,29,STRESSED,71,44,0,0,0,30.95,LOW,Routine monitoring,"https://www.google.com/maps?q=24.80991735537188,87.31207703352413",02-05-2026 16:55,43.86,MODERATE,56.14,20.17,DRY_STRESS,71.77,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.37,LOW,Continue monitoring,02-05-2026 16:55
GD-31-26,24.782968020122148,87.28237428435219,0.010504202,-0.145937698,0.27194385,1.0504202428196183,22,-0.158486508,-0.165582676,-0.145937698,24,0.0125,44,DRY,GRID_HISTORY_CALIBRATED,27909.57,0,24680.18,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2609739162671134,-0.158486508,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,56,0,0,0,35.05,LOW,Routine monitoring,"https://www.google.com/maps?q=24.782968020122148,87.28237428435219",02-05-2026 16:55,41.33,MODERATE,58.67,22.01,DRY_STRESS,69.19,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.36,LOW,Continue monitoring,02-05-2026 16:55
GD-33-29,24.80093424362197,87.31207703352413,0.015444044,-0.159780276,0.2972904869737323,1.544404429235353,20,-0.182802251,-0.19805761,-0.104745,24,0.023,46,DRY,GRID_HISTORY_CALIBRATED,25308.95,0,21890.08,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2787038594003584,-0.182802251,0,STABLE,STABLE,NO_REPEATED_FIRE,30,STRESSED,70,54,0,0,0,33.7,LOW,Routine monitoring,"https://www.google.com/maps?q=24.80093424362197,87.31207703352413",02-05-2026 16:55,44.14,MODERATE,55.86,20.03,DRY_STRESS,71.96,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.35,LOW,Continue monitoring,02-05-2026 16:55
GD-60-12,25.043478260869524,87.14376145,0.018109528,-0.142824123,0.266795117,1.8109528220014304,22,-0.145290386,-0.15824025,-0.04187,29,0.0025,18,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,19632.5,0,22309.05,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2759469560619651,-0.145290386,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,82,0,0,0,42.85,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.043478260869524,87.1437614548831",02-05-2026 16:55,40.76,MODERATE,59.24,22.45,DRY_STRESS,68.56,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.34,LOW,Continue monitoring,02-05-2026 16:55
GD-50-22,24.95364714337043,87.24277061878959,0.066363304,-0.146697177,0.2741509245357055,6.636330416769444,22,-0.137779123,-0.150393962,-0.015537,29,-0.0089,3,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,13858.38,0,12532.35,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2831371717961298,-0.137779123,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,97,0,0,0,47.35,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.95364714337043,87.24277061878959",02-05-2026 16:55,41.57,MODERATE,58.43,21.9,DRY_STRESS,69.34,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.33,LOW,Continue monitoring,02-05-2026 16:55
GD-68-29,25.115343154868803,87.31207703352413,0.010236967,-0.132149934,0.2483619539728008,1.0236967364240683,24,-0.134028953,-0.137494135,-0.125118,24,0.0019,16,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,7787.29,0,13812.72,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2546307802097606,-0.134028953,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,84,0,0,0,43.95,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.115343154868803,87.31207703352413",02-05-2026 16:55,38.71,STRESSED,61.29,23.98,DRY_STRESS,66.43,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.32,LOW,Continue monitoring,02-05-2026 16:55
GD-40-06,24.863816025871337,87.08435595653921,0.012857143,-0.134475944,0.2528533388137208,1.285714285714283,24,-0.143385628,-0.151555795,-0.117818,24,0.0089,39,DRY,GRID_HISTORY_CALIBRATED,32664.57,0,31246.03,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2545660388671949,-0.143385628,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,61,0,0,0,37.05,LOW,Routine monitoring,"https://www.google.com/maps?q=24.863816025871337,87.08435595653921",02-05-2026 16:55,39.21,STRESSED,60.79,23.65,DRY_STRESS,66.9,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.31,LOW,Continue monitoring,02-05-2026 16:55
GD-64-28,25.079410707869165,87.30217611713348,0.030504192,-0.133483815,0.2517414835547133,3.05041916,24,-0.129805256,-0.133627198,-0.100808,24,-0.0037,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,5040.53,0,10833.97,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2574084239675664,-0.129805256,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,100,0,0,0,48.75,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.079410707869165,87.30217611713348",02-05-2026 16:55,39.08,STRESSED,60.92,23.79,DRY_STRESS,66.7,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.29,LOW,Continue monitoring,02-05-2026 16:55
GD-72-32,25.151275601868445,87.34177978269608,0.034382506,-0.12698804,0.23983684,3.438250645,25,-0.129424062,-0.133626668,-0.113229,24,0.0024,18,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,11233.43,0,16783.87,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2458008493446175,-0.129424062,0,STABLE,STABLE,NO_REPEATED_FIRE,24,STRESSED,76,82,0,0,0,43.6,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.151275601868445,87.34177978269608",02-05-2026 16:55,37.76,STRESSED,62.24,24.72,DRY_STRESS,65.4,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.29,LOW,Continue monitoring,02-05-2026 16:55
GD-45-30,24.90873158462088,87.32197794991478,0.022051592,-0.163823971,0.3070430231617169,2.205159224337299,19,-0.16572355,-0.173964351,-0.107056,24,0.0019,20,VERY_DRY,GRID_HISTORY_CALIBRATED,13422.9,0,10215.64,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3085277551221917,-0.16572355,0,STABLE,STABLE,NO_REPEATED_FIRE,31,STRESSED,69,80,0,0,0,41.25,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.908731584620877,87.32197794991478",02-05-2026 16:55,45.23,MODERATE,54.77,19.45,DRY_STRESS,72.76,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,39.26,LOW,Continue monitoring,02-05-2026 16:55
