grid_id,lat,lon,forest_mask,ndmi,ndvi,forest_pct,ndmi_raw_score,ndmi_hist_mean,ndmi_hist_min,ndmi_hist_max,ndmi_hist_count,ndmi_deviation,moisture_score_calibrated,moisture_class_calibrated,ndmi_calibration_method,map1_distance_m,map1_pressure,map2_distance_m,map2_pressure,mining_pressure_score,mining_pressure_class,fire_count,fire_frp_max,fire_frp_sum,fire_detected,fire_intensity_class,ndvi_hist_mean,ndmi_hist_mean_trend,repeated_fire_count,ndvi_trend_class,ndmi_trend_class,repeated_fire_class,health_score,health_class,health_risk,moisture_risk,mining_risk,fire_risk,historical_risk_score,final_risk_score,final_priority,patrol_action,google_maps_link,system_run_timestamp_local,corrected_health_score,corrected_health_class,corrected_health_risk,corrected_moisture_score,corrected_moisture_class,corrected_moisture_risk,corrected_mining_risk,corrected_mining_class,corrected_fire_risk,corrected_fire_class,corrected_history_risk,corrected_final_risk_score,corrected_final_priority,corrected_patrol_action,pipeline_timestamp
GD-29-15,24.76500179662233,87.17346420405505,0.2348201343628641,-0.091398018,0.3933326050553142,23.48201343628641,30,-0.094448798,-0.110605,-0.086112278,29,0.0031,43,DRY,GRID_HISTORY_CALIBRATED,34251.22,0,31572.36,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3934710399254743,-0.094448798,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,57,0,0,0,32.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.76500179662233,87.17346420405505",02-05-2026 16:55,54.81,MODERATE,45.19,29.8,DRY_STRESS,58.71,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.17,LOW,Continue monitoring,02-05-2026 16:55
GD-27-08,24.747035573122503,87.10415778932052,0.065393393,-0.07706528,0.3740311198453104,6.539339291470767,32,-0.079684963,-0.113447,-0.07241943,29,0.0026,78,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,39969.41,0,37586.89,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3733999974256217,-0.079684963,0,STABLE,STABLE,NO_REPEATED_FIRE,37,STRESSED,63,22,0,0,0,22.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.747035573122506,87.10415778932052",02-05-2026 16:55,52.67,MODERATE,47.33,31.85,DRY_STRESS,56.56,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.17,LOW,Continue monitoring,02-05-2026 16:55
GD-11-07,24.60330578512396,87.09425687292986,0.01996728,-0.065512812,0.3588144322538647,1.9967279820159924,33,-0.067929668,-0.071573711,-0.040459,24,0.0024,17,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,53738.34,0,50915.45,0,0,NONE,0,,0,FALSE,NO_FIRE,0.35732236,-0.067929668,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,83,0,0,0,40.9,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.60330578512396,87.09425687292986",02-05-2026 16:55,50.98,MODERATE,49.02,33.5,DRY_STRESS,54.83,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.16,LOW,Continue monitoring,02-05-2026 16:55
GD-24-12,24.720086237872785,87.14376145,0.1338343772539052,-0.090382497,0.3922850246511524,13.383437725390529,30,-0.090372631,-0.099941886,-0.072313877,29,0,19,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,40060.15,0,37362.43,0,0,NONE,0,,0,FALSE,NO_FIRE,0.396681856,-0.090372631,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,81,0,0,0,39.55,LOW,Routine monitoring,"https://www.google.com/maps?q=24.720086237872785,87.1437614548831",02-05-2026 16:55,54.7,MODERATE,45.3,29.95,DRY_STRESS,58.56,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.16,LOW,Continue monitoring,02-05-2026 16:55
GD-29-20,24.76500179662233,87.22296878600831,0.1820214061206903,-0.108852903,0.4211046633850567,18.202140612069037,27,-0.125906097,-0.151462,-0.108852903,29,0.0171,90,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,31851.7,0,28892.73,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4041170676316506,-0.125906097,0,STABLE,STABLE,NO_REPEATED_FIRE,42,MODERATE,58,10,0,0,0,17.5,LOW,Routine monitoring,"https://www.google.com/maps?q=24.76500179662233,87.22296878600831",02-05-2026 16:55,57.9,MODERATE,42.1,27.31,DRY_STRESS,61.77,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.16,LOW,Continue monitoring,02-05-2026 16:55
GD-50-03,24.95364714337043,87.05465320736727,0.096450166,-0.055605624,0.3451405880667604,9.645016648,35,-0.088074032,-0.101685,-0.055605624,29,0.0325,97,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,30469.41,0,30993.8,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3406113787295982,-0.088074032,0,STABLE,STABLE,NO_REPEATED_FIRE,35,STRESSED,65,3,0,0,0,17.15,LOW,Routine monitoring,"https://www.google.com/maps?q=24.95364714337043,87.05465320736727",02-05-2026 16:55,49.46,MODERATE,50.54,34.91,DRY_STRESS,53.34,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.16,LOW,Continue monitoring,02-05-2026 16:55
GD-78-35,25.20517427236789,87.37148253186803,0.1928853543979496,-0.054572544,0.3442307363314376,19.28853543979497,35,-0.049363133,-0.092257,-0.015236912,29,-0.0052,49,DRY,GRID_HISTORY_CALIBRATED,17070.61,0,22537.38,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3608476803402518,-0.049363133,0,STABLE,STABLE,NO_REPEATED_FIRE,34,STRESSED,66,51,0,0,0,31.8,LOW,Routine monitoring,"https://www.google.com/maps?q=25.205174272367895,87.37148253186803",02-05-2026 16:55,49.36,MODERATE,50.64,35.06,DRY_STRESS,53.19,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.15,LOW,Continue monitoring,02-05-2026 16:55
GD-43-17,24.890765361121066,87.19326603683636,0.1259467183395969,-0.072079468,0.367869296,12.594671833959689,33,-0.08463052,-0.098697,-0.072079468,29,0.0126,58,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,22163.72,0,20271.26,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3682763098664803,-0.08463052,0,STABLE,STABLE,NO_REPEATED_FIRE,37,STRESSED,63,42,0,0,0,28.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.890765361121062,87.19326603683636",02-05-2026 16:55,51.99,MODERATE,48.01,32.56,DRY_STRESS,55.81,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.15,LOW,Continue monitoring,02-05-2026 16:55
GD-22-18,24.70212001437297,87.20316695,0.2053349937733497,-0.104142706,0.4130154316111938,20.533499377334973,28,-0.12215392,-0.132167646,-0.098624,29,0.018,61,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,39027.68,0,36005.89,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3926767498987965,-0.12215392,0,STABLE,STABLE,NO_REPEATED_FIRE,41,MODERATE,59,39,0,0,0,26.45,LOW,Routine monitoring,"https://www.google.com/maps?q=24.702120014372966,87.203166953227",02-05-2026 16:55,57,MODERATE,43,27.98,DRY_STRESS,60.83,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.15,LOW,Continue monitoring,02-05-2026 16:55
GD-37-51,24.836866690621605,87.52989719,0.2027725325645028,-0.079814278,0.3784576108620727,20.277253256450283,31,-0.073119795,-0.079814278,-0.05359756,28,-0.0067,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,25403.84,0,22871.34,0,0,NONE,0,,0,FALSE,NO_FIRE,0.379994444,-0.073119795,0,STABLE,STABLE,NO_REPEATED_FIRE,38,STRESSED,62,100,0,0,0,45.5,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.836866690621605,87.5298971941184",02-05-2026 16:55,53.16,MODERATE,46.84,31.46,DRY_STRESS,56.97,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.14,LOW,Continue monitoring,02-05-2026 16:55
GD-72-50,25.151275601868445,87.51999627772776,0.186461031,-0.065548668,0.3591692831620895,18.64610307130381,33,-0.064969263,-0.072717454,-0.050531045,28,-0.0006,14,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,17465.27,0,22007.17,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3674126832282535,-0.064969263,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,86,0,0,0,41.8,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.151275601868445,87.51999627772776",02-05-2026 16:55,51.02,MODERATE,48.98,33.49,DRY_STRESS,54.83,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.14,LOW,Continue monitoring,02-05-2026 16:55
GD-23-04,24.71110312612287,87.06455412375792,0.1635563067069917,-0.091632701,0.3944945316578802,16.355630670699178,30,-0.095502345,-0.100215619,-0.087399419,29,0.0039,22,VERY_DRY,GRID_HISTORY_CALIBRATED,45587.86,0,43228.84,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3850599057579532,-0.095502345,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,78,0,0,0,38.65,LOW,Routine monitoring,"https://www.google.com/maps?q=24.71110312612287,87.06455412375792",02-05-2026 16:55,54.94,MODERATE,45.06,29.77,DRY_STRESS,58.74,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.14,LOW,Continue monitoring,02-05-2026 16:55
GD-36-32,24.82788358,87.34177978269608,0.2820445764257513,-0.091790095,0.3947952757151661,28.20445764257513,30,-0.10711708,-0.115529138,-0.091790095,29,0.0153,52,DRY,GRID_HISTORY_CALIBRATED,21828.17,0,18306.55,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3811245185445215,-0.10711708,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,48,0,0,0,29.65,LOW,Routine monitoring,"https://www.google.com/maps?q=24.8278835788717,87.34177978269608",02-05-2026 16:55,54.98,MODERATE,45.02,29.74,DRY_STRESS,58.77,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.14,LOW,Continue monitoring,02-05-2026 16:55
GD-46-31,24.917714696370798,87.33187886630543,0.2421257727278224,-0.089091299,0.3911130743409157,24.21257727278224,30,-0.106812367,-0.115298854,-0.089091299,29,0.0177,57,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,12229.82,0,8944.83,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3833711237919802,-0.106812367,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,43,0,0,0,28.15,LOW,Routine monitoring,"https://www.google.com/maps?q=24.917714696370794,87.33187886630543",02-05-2026 16:55,54.57,MODERATE,45.43,30.13,DRY_STRESS,58.36,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.14,LOW,Continue monitoring,02-05-2026 16:55
GD-43-02,24.890765361121066,87.04475229097663,0.052987032,-0.064354638,0.3576240782020415,5.2987031840253085,34,-0.084159042,-0.100149,-0.064354638,24,0.0198,77,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,34363.93,0,33698.37,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3438865261820186,-0.084159042,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,23,0,0,0,22.9,LOW,Routine monitoring,"https://www.google.com/maps?q=24.890765361121062,87.04475229097663",02-05-2026 16:55,50.85,MODERATE,49.15,33.66,DRY_STRESS,54.65,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.14,LOW,Continue monitoring,02-05-2026 16:55
GD-75-13,25.178224937118166,87.15366237127375,0.017729673,-0.068076638,0.363035914,1.772967257157636,33,-0.064176197,-0.068176,-0.04974945,24,-0.0039,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,23553.88,0,28913.49,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3665634967783804,-0.064176197,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,100,0,0,0,46,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.178224937118166,87.15366237127375",02-05-2026 16:55,51.45,MODERATE,48.55,33.13,DRY_STRESS,55.21,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.13,LOW,Continue monitoring,02-05-2026 16:55
GD-41-00,24.872799137621243,87.02495045819532,0.086486065,-0.05345316,0.3431471939175476,8.648606528591543,35,-0.074470228,-0.093398,-0.05345316,24,0.021,85,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,37103.43,0,36279.4,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3444527866266868,-0.074470228,0,STABLE,STABLE,NO_REPEATED_FIRE,34,STRESSED,66,15,0,0,0,21,LOW,Routine monitoring,"https://www.google.com/maps?q=24.872799137621243,87.02495045819532",02-05-2026 16:55,49.24,MODERATE,50.76,35.22,DRY_STRESS,53.02,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.13,LOW,Continue monitoring,02-05-2026 16:55
GD-67-45,25.10636004311889,87.47049169577451,0.1137112559462206,-0.059877395,0.3521214696378035,11.371125594622068,34,-0.054489074,-0.059877395,-0.038454,29,-0.0054,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,10441.04,0,14999.11,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3582388338144852,-0.054489074,0,STABLE,STABLE,NO_REPEATED_FIRE,35,STRESSED,65,100,0,0,0,46.25,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.106360043118894,87.47049169577451",02-05-2026 16:55,50.24,MODERATE,49.76,34.3,DRY_STRESS,53.98,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-79-16,25.214157384117808,87.18336512,0.032291786,-0.055077089,0.3457183089623634,3.2291786010877703,35,-0.04797643,-0.055988968,-0.006098,24,-0.0071,2,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,24102.52,0,29927.22,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3625264371056853,-0.04797643,0,STABLE,STABLE,NO_REPEATED_FIRE,35,STRESSED,65,98,0,0,0,45.65,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.214157384117808,87.1833651204457",02-05-2026 16:55,49.52,MODERATE,50.48,34.99,DRY_STRESS,53.26,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-77-41,25.196191160617985,87.43088803021192,0.2108628664958728,-0.064906293,0.3591356073288467,21.086286649587286,34,-0.064546021,-0.071230619,-0.040259,29,-0.0004,13,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,16980.23,0,22400.47,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3614797007640145,-0.064546021,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,87,0,0,0,42.1,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.196191160617985,87.43088803021192",02-05-2026 16:55,51.02,MODERATE,48.98,33.58,DRY_STRESS,54.74,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-46-49,24.917714696370798,87.51009536133711,0.1455497438087105,-0.073837527,0.3711197603405228,14.55497438087105,32,-0.082283496,-0.089271079,-0.073064698,28,0.0084,36,DRY,GRID_HISTORY_CALIBRATED,17046.94,0,15397.1,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3690106822332094,-0.082283496,0,STABLE,STABLE,NO_REPEATED_FIRE,37,STRESSED,63,64,0,0,0,34.95,LOW,Routine monitoring,"https://www.google.com/maps?q=24.917714696370794,87.51009536133711",02-05-2026 16:55,52.35,MODERATE,47.65,32.31,DRY_STRESS,56.08,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-24-21,24.720086237872785,87.23286970239894,0.2172819782956756,-0.101625998,0.4094121335035311,21.728197829567566,28,-0.119841795,-0.137122,-0.101625998,29,0.0182,76,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,36070.54,0,32957.47,0,0,NONE,0,,0,FALSE,NO_FIRE,0.389496765,-0.119841795,0,STABLE,STABLE,NO_REPEATED_FIRE,41,MODERATE,59,24,0,0,0,21.95,LOW,Routine monitoring,"https://www.google.com/maps?q=24.720086237872785,87.23286970239894",02-05-2026 16:55,56.6,MODERATE,43.4,28.34,DRY_STRESS,60.33,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-37-18,24.836866690621605,87.20316695,0.12639179,-0.056259279,0.3472227682746399,12.639179021234405,35,-0.060757844,-0.100273,-0.050831791,29,0.0045,93,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,25976.13,0,23492.08,0,0,NONE,0,,0,FALSE,NO_FIRE,0.34875898,-0.060757844,0,STABLE,STABLE,NO_REPEATED_FIRE,35,STRESSED,65,7,0,0,0,18.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.836866690621605,87.203166953227",02-05-2026 16:55,49.69,MODERATE,50.31,34.82,DRY_STRESS,53.44,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-22-28,24.70212001437297,87.30217611713348,0.3839711271492107,-0.108736446,0.4222523276960114,38.39711271492107,27,-0.111105998,-0.159878,-0.100951626,29,0.0024,92,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,36245.2,0,32745.76,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4150015328919859,-0.111105998,0,STABLE,STABLE,NO_REPEATED_FIRE,42,MODERATE,58,8,0,0,0,16.9,LOW,Routine monitoring,"https://www.google.com/maps?q=24.702120014372966,87.30217611713348",02-05-2026 16:55,58.03,MODERATE,41.97,27.32,DRY_STRESS,61.75,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-39-09,24.85483291412142,87.11405870571116,0.077994841,-0.071284829,0.367617007,7.799484128720858,33,-0.087852409,-0.11827,-0.071284829,29,0.0166,99,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,30837.32,0,29142.51,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3559751123481523,-0.087852409,0,STABLE,STABLE,NO_REPEATED_FIRE,37,STRESSED,63,1,0,0,0,16.05,LOW,Routine monitoring,"https://www.google.com/maps?q=24.85483291412142,87.11405870571116",02-05-2026 16:55,51.96,MODERATE,48.04,32.67,DRY_STRESS,55.69,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.12,LOW,Continue monitoring,02-05-2026 16:55
GD-28-04,24.756018684872423,87.06455412375792,0.1792890944671765,-0.088912031,0.3917319236760275,17.928909446717654,30,-0.09346082,-0.101204796,-0.072813,29,0.0045,30,VERY_DRY,GRID_HISTORY_CALIBRATED,41896.68,0,39757.28,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3844232100074359,-0.09346082,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,70,0,0,0,36.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.756018684872423,87.06455412375792",02-05-2026 16:55,54.64,MODERATE,45.36,30.16,DRY_STRESS,58.34,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.11,LOW,Continue monitoring,02-05-2026 16:55
GD-71-44,25.14229249011853,87.46059077938386,0.08388113,-0.038833677,0.3242101966608813,8.388113009,37,-0.049561102,-0.058132275,-0.038833677,29,0.0107,44,DRY,GRID_HISTORY_CALIBRATED,12732.13,0,17821.04,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3288697942171615,-0.049561102,0,STABLE,STABLE,NO_REPEATED_FIRE,32,STRESSED,68,56,0,0,0,33.8,LOW,Routine monitoring,"https://www.google.com/maps?q=25.14229249011853,87.46059077938386",02-05-2026 16:55,47.13,MODERATE,52.87,37.31,DRY_STRESS,50.83,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.11,LOW,Continue monitoring,02-05-2026 16:55
GD-70-30,25.133309378368622,87.32197794991478,0.3075268840159695,-0.062522001,0.3560906090717688,30.75268840159696,34,-0.053929161,-0.103854,-0.017464239,29,-0.0086,48,DRY,GRID_HISTORY_CALIBRATED,9423.25,0,15312.5,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3787397625900487,-0.053929161,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,52,0,0,0,31.6,LOW,Routine monitoring,"https://www.google.com/maps?q=25.133309378368622,87.32197794991478",02-05-2026 16:55,50.68,MODERATE,49.32,33.93,DRY_STRESS,54.38,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.11,LOW,Continue monitoring,02-05-2026 16:55
GD-25-06,24.72906934962269,87.08435595653921,0.085618417,-0.086141502,0.3883680493093531,8.561841730714507,31,-0.087867719,-0.092707888,-0.044023,29,0.0017,18,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,42777.68,0,40407.65,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3819412871431976,-0.087867719,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,82,0,0,0,39.85,LOW,Routine monitoring,"https://www.google.com/maps?q=24.729069349622694,87.08435595653921",02-05-2026 16:55,54.26,MODERATE,45.74,30.55,DRY_STRESS,57.92,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.1,LOW,Continue monitoring,02-05-2026 16:55
GD-52-21,24.97161336687025,87.23286970239894,0.066451545,-0.072427302,0.3697135582373512,6.645154472568819,33,-0.077270983,-0.086064933,-0.019729,29,0.0048,26,VERY_DRY,GRID_HISTORY_CALIBRATED,13587.77,0,12927.04,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3633865268068143,-0.077270983,0,STABLE,STABLE,NO_REPEATED_FIRE,37,STRESSED,63,74,0,0,0,37.95,LOW,Routine monitoring,"https://www.google.com/maps?q=24.97161336687025,87.23286970239894",02-05-2026 16:55,52.19,MODERATE,47.81,32.51,DRY_STRESS,55.86,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.1,LOW,Continue monitoring,02-05-2026 16:55
GD-04-06,24.540424,87.08435595653921,0.059702188,-0.076076442,0.3747927602618924,5.970218822273659,32,-0.080366094,-0.088909098,-0.05199,29,0.0043,31,VERY_DRY,GRID_HISTORY_CALIBRATED,60351.49,0,57439.04,0,0,NONE,0,,0,FALSE,NO_FIRE,0.376845212,-0.080366094,0,STABLE,STABLE,NO_REPEATED_FIRE,37,STRESSED,63,69,0,0,0,36.45,LOW,Routine monitoring,"https://www.google.com/maps?q=24.540424002874598,87.08435595653921",02-05-2026 16:55,52.75,MODERATE,47.25,31.99,DRY_STRESS,56.41,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.1,LOW,Continue monitoring,02-05-2026 16:55
GD-39-28,24.85483291412142,87.30217611713348,0.1149818655126635,-0.073818914,0.3716547860081313,11.498186551266354,32,-0.08668584,-0.119993,-0.073818914,29,0.0129,97,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,19706.96,0,16505.71,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3668171316299179,-0.08668584,0,STABLE,STABLE,NO_REPEATED_FIRE,37,STRESSED,63,3,0,0,0,16.65,LOW,Routine monitoring,"https://www.google.com/maps?q=24.85483291412142,87.30217611713348",02-05-2026 16:55,52.41,MODERATE,47.59,32.31,DRY_STRESS,56.07,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.1,LOW,Continue monitoring,02-05-2026 16:55
GD-27-02,24.747035573122503,87.04475229097663,0.1887383699478266,-0.077501498,0.3768533545006006,18.87383699478266,32,-0.089284875,-0.094903762,-0.060093,29,0.0118,40,DRY,GRID_HISTORY_CALIBRATED,44013.2,0,41917.41,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3584379490178254,-0.089284875,0,STABLE,STABLE,NO_REPEATED_FIRE,38,STRESSED,62,60,0,0,0,33.5,LOW,Routine monitoring,"https://www.google.com/maps?q=24.747035573122506,87.04475229097663",02-05-2026 16:55,52.98,MODERATE,47.02,31.79,DRY_STRESS,56.63,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.09,LOW,Continue monitoring,02-05-2026 16:55
GD-49-24,24.944664031620523,87.26257245157089,0.1237216692954069,-0.084851011,0.3867344841937454,12.372166929540697,31,-0.084457464,-0.1111,-0.07368649,29,-0.0004,52,DRY,GRID_HISTORY_CALIBRATED,12978.28,0,11158.62,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3870645433279001,-0.084457464,0,STABLE,STABLE,NO_REPEATED_FIRE,39,STRESSED,61,48,0,0,0,29.65,LOW,Routine monitoring,"https://www.google.com/maps?q=24.944664031620523,87.26257245157089",02-05-2026 16:55,54.08,MODERATE,45.92,30.74,DRY_STRESS,57.73,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.09,LOW,Continue monitoring,02-05-2026 16:55
GD-53-22,24.98059647862016,87.24277061878959,0.1496979717836588,-0.064568059,0.3596933375919309,14.969797178365884,34,-0.068820577,-0.081134801,-0.041161,29,0.0043,38,DRY,GRID_HISTORY_CALIBRATED,12187.59,0,11774.12,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3520804959343827,-0.068820577,0,STABLE,STABLE,NO_REPEATED_FIRE,36,STRESSED,64,62,0,0,0,34.6,LOW,Routine monitoring,"https://www.google.com/maps?q=24.980596478620157,87.24277061878959",02-05-2026 16:55,51.08,MODERATE,48.92,33.63,DRY_STRESS,54.69,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.08,LOW,Continue monitoring,02-05-2026 16:55
GD-20-01,24.684153790873143,87.03485137458597,0.097775955,-0.090730987,0.395194767,9.777595452072724,30,-0.112253474,-0.125316665,-0.058817,29,0.0215,57,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,49806.08,0,47461.31,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3731314137120242,-0.112253474,0,STABLE,STABLE,NO_REPEATED_FIRE,40,STRESSED,60,43,0,0,0,27.9,LOW,Routine monitoring,"https://www.google.com/maps?q=24.684153790873143,87.03485137458597",02-05-2026 16:55,55.02,MODERATE,44.98,29.9,DRY_STRESS,58.61,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.08,LOW,Continue monitoring,02-05-2026 16:55
GD-69-41,25.12432626661871,87.43088803021192,0.09728677,-0.057696396,0.3507992124741505,9.728676958,35,-0.056845403,-0.062190551,-0.049338429,29,-0.0009,9,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,9505.82,0,14778.29,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3574256910603612,-0.056845403,0,STABLE,STABLE,NO_REPEATED_FIRE,35,STRESSED,65,91,0,0,0,43.55,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.12432626661871,87.43088803021192",02-05-2026 16:55,50.09,MODERATE,49.91,34.61,DRY_STRESS,53.65,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,32.07,LOW,Continue monitoring,02-05-2026 16:55
