grid_id,lat,lon,google_maps_link,forest_pct,ndvi,ndmi,health_class,moisture_class_calibrated,ndvi_trend_class,ndmi_trend_class,ndvi_change_from_365d,ndmi_change_from_365d,hansen_loss_pct,fire_count,fire_detected,repeated_fire_count,repeated_fire_class,final_priority,final_risk_score,ecological_watch_level,chronic_repeated_stress_flag,soilgrids_soc,carbon_engine_version,carbon_engine_run_time,genuine_carbon_score,raw_carbon_score_before_cap,genuine_carbon_class,carbon_recommendation,field_verification_required,genuine_carbon_reason,forest_persistence_component,fris_ecological_component,ndvi_trend_history_component,ndmi_trend_history_component,fire_history_component,hansen_loss_component,soilgrids_soc_component,weight_forest_persistence,weight_fris_ecological_score,weight_ndvi_trend_history,weight_ndmi_trend_history,weight_fire_history,weight_hansen_loss,weight_soilgrids_soc,soilgrids_soc,carbon_stock_ton,carbon_stock_co2e_ton,carbon_change_co2e_ton,forest_area_for_carbon_ha,carbon_claim_status,genuine_carbon_rank
GD-51-27,24.962630284415628,87.37227520151927,"https://www.google.com/maps?q=24.962630284415628,87.37227520151927",89.42775306884897,0.6395026404742615,0.164620976808918,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0637,0.0168,0.0,0,False,0,NO_REPEATED_FIRE,LOW,18.69,LOW_ECOLOGICAL_WATCH,False,162.44,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.83,79.83,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 79.83/100 (raw score 79.83/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=81.31; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=162.44).,100,81.31,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,162.44,2430.46,8911.687,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,107
GD-23-35,24.71110316,87.45148253281918,"https://www.google.com/maps?q=24.7111031554215,87.45148253281918",91.80067729358665,0.5698485630598281,0.1985756338401374,MODERATE,GOOD_MOISTURE,DECLINING,IMPROVING,-0.1475,0.0342,4.37,0,False,0,NO_REPEATED_FIRE,LOW,18.8,LOW_ECOLOGICAL_WATCH,False,227.88,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.8,79.8,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 79.80/100 (raw score 79.80/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=81.2; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=227.88).,100,81.2,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,227.88,3108.651,11398.388,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,108
GD-58-32,25.02551206666198,87.42177978357351,"https://www.google.com/maps?q=25.02551206666198,87.42177978357351",87.40497684,0.6546239060039394,0.2001482097412329,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0602,0.0254,0.0,0,False,0,NO_REPEATED_FIRE,LOW,19.33,LOW_ECOLOGICAL_WATCH,False,225.93,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.67,79.67,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 79.67/100 (raw score 79.67/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=80.67; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=225.93).,100,80.67,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,225.93,2934.15,10758.549,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,109
GD-26-36,24.738052490671087,87.46138344922964,"https://www.google.com/maps?q=24.738052490671087,87.46138344922964",85.36960874,0.5822521244701012,0.1854105041869969,MODERATE,GOOD_MOISTURE,STABLE,STABLE,-0.0706,0.024,0.0,0,False,0,NO_REPEATED_FIRE,LOW,19.43,LOW_ECOLOGICAL_WATCH,False,167.39,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.64,79.64,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 79.64/100 (raw score 79.64/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=80.57; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=167.39).,100,80.57,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,167.39,3208.366,11764.01,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,110
GD-21-33,24.69313693192187,87.43168069999682,"https://www.google.com/maps?q=24.69313693192187,87.43168069999682",88.34672716365559,0.5775083031715854,0.165613511880742,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.1123,0.0041,0.44,0,False,0,NO_REPEATED_FIRE,LOW,20.38,LOW_ECOLOGICAL_WATCH,False,178.41,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.41,79.41,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 79.41/100 (raw score 79.41/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.62; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=178.41).,100,79.62,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,178.41,5218.011,19132.708,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,111
GD-19-39,24.675170708421238,87.49108619846669,"https://www.google.com/maps?q=24.675170708421234,87.49108619846669",86.74868297362237,0.5203561067655693,0.2113184238938548,MODERATE,GOOD_MOISTURE,DECLINING,IMPROVING,-0.0581,0.0339,3.2,0,False,0,NO_REPEATED_FIRE,LOW,20.34,LOW_ECOLOGICAL_WATCH,False,225.16,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.41,79.41,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 79.41/100 (raw score 79.41/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.66; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=225.16).,100,79.66,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,225.16,2826.125,10362.458,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,112
GD-62-41,25.06144451365882,87.51088803127318,"https://www.google.com/maps?q=25.06144451365882,87.51088803127318",94.69827244201124,0.6096266117147148,0.2065020672854787,HEALTHY,GOOD_MOISTURE,DECLINING,STABLE,-0.0582,0.0135,0.22,0,False,0,NO_REPEATED_FIRE,LOW,20.56,LOW_ECOLOGICAL_WATCH,False,213.57,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.36,79.36,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 79.36/100 (raw score 79.36/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.44; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=213.57).,100,79.44,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,213.57,3680.096,13493.685,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,113
GD-28-42,24.756018714170043,87.52078894769778,"https://www.google.com/maps?q=24.756018714170043,87.52078894769778",86.27764242728524,0.4880495350340943,0.138249761381374,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.0593,0.0,0.0,0,False,0,NO_REPEATED_FIRE,LOW,20.57,ROUTINE_MONITORING,False,190.12,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.36,79.36,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 79.36/100 (raw score 79.36/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.43; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=190.12).,100,79.43,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,190.12,3090.754,11332.763,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,114
GD-17-37,24.65720448492153,87.47128436564432,"https://www.google.com/maps?q=24.657204484921532,87.47128436564432",86.48912043346057,0.4806133062463482,0.2041625251706903,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.211,0.0367,2.59,0,False,0,NO_REPEATED_FIRE,LOW,20.69,LOW_ECOLOGICAL_WATCH,False,226.64,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.33,79.33,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 79.33/100 (raw score 79.33/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.31; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=226.64).,100,79.31,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,226.64,3364.331,12335.881,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,115
GD-40-39,24.86381605516797,87.49108619845893,"https://www.google.com/maps?q=24.86381605516797,87.49108619845893",94.10040498160832,0.2962499183616691,0.184842365031822,STRESSED,GOOD_MOISTURE,DECLINING,STABLE,-0.355,0.0357,0.98,0,False,0,NO_REPEATED_FIRE,LOW,28.81,MEDIUM_ECOLOGICAL_VERIFICATION,False,241.05,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.3,79.3,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 79.30/100 (raw score 79.30/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=71.19; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=241.05).,100,71.19,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,241.05,2962.914,10864.017,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,116
GD-40-38,24.86381605516809,87.48118528204755,"https://www.google.com/maps?q=24.86381605516809,87.48118528204755",93.73527619116749,0.5675213451180762,0.1658972290469949,MODERATE,GOOD_MOISTURE,STABLE,IMPROVING,-0.1011,0.067,4.84,0,False,0,NO_REPEATED_FIRE,LOW,21.34,LOW_ECOLOGICAL_WATCH,False,269.32,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.16,79.16,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 79.16/100 (raw score 79.16/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.66; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=269.32).,100,78.66,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,269.32,2861.92,10493.707,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,117
GD-62-42,25.06144451365868,87.52078895,"https://www.google.com/maps?q=25.061444513658678,87.5207889476844",91.10133788784518,0.5606906759127471,0.2011440374381502,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.1007,0.0134,0.33,0,False,0,NO_REPEATED_FIRE,LOW,21.35,LOW_ECOLOGICAL_WATCH,False,220.74,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.16,79.16,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 79.16/100 (raw score 79.16/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.65; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=220.74).,100,78.65,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,220.74,4064.894,14904.613,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,118
GD-52-39,24.97161339616382,87.49108619845447,"https://www.google.com/maps?q=24.97161339616382,87.49108619845447",94.92375022238036,0.6287607410439173,0.194955226606927,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0687,0.028,0.1,0,False,0,NO_REPEATED_FIRE,LOW,21.38,MEDIUM_ECOLOGICAL_VERIFICATION,False,233.16,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.16,79.16,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 79.16/100 (raw score 79.16/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.62; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=233.16).,100,78.62,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,233.16,4181.868,15333.516,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,119
GD-37-37,24.836866719919,87.47128436563723,"https://www.google.com/maps?q=24.836866719918998,87.47128436563723",99.26781711439249,0.6363729495730344,0.2025196777066125,HEALTHY,GOOD_MOISTURE,DECLINING,STABLE,-0.094,0.0221,0.57,0,False,0,NO_REPEATED_FIRE,LOW,21.41,MEDIUM_ECOLOGICAL_VERIFICATION,False,242.98,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.15,79.15,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 79.15/100 (raw score 79.15/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.59; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=242.98).,100,78.59,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,242.98,3899.342,14297.586,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,120
GD-25-36,24.729069378921192,87.46138345,"https://www.google.com/maps?q=24.729069378921192,87.46138344923",88.22502134927417,0.6289742180277069,0.1795542510992533,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0773,0.0137,0.04,0,False,0,NO_REPEATED_FIRE,LOW,21.64,LOW_ECOLOGICAL_WATCH,False,177.71,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.09,79.09,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 79.09/100 (raw score 79.09/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.36; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=177.71).,100,78.36,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,177.71,3430.808,12579.629,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,121
GD-37-30,24.83686671991982,87.40197795075741,"https://www.google.com/maps?q=24.83686671991982,87.40197795075741",99.75502579612169,0.7426563884341948,0.2870967000090322,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0393,0.0444,9.04,0,False,0,NO_REPEATED_FIRE,LOW,13.77,LOW_ECOLOGICAL_WATCH,False,230.59,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.06,79.06,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 79.06/100 (raw score 79.06/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.23; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=230.59).,100,86.23,20.0,85.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,230.59,12653.186,46395.014,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,122
GD-35-37,24.81890049641946,87.47128436563794,"https://www.google.com/maps?q=24.81890049641946,87.47128436563794",98.43405032344788,0.6175913170360319,0.17678002357218,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.1008,0.0303,1.32,0,False,0,NO_REPEATED_FIRE,LOW,21.85,LOW_ECOLOGICAL_WATCH,False,242.02,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.04,79.04,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 79.04/100 (raw score 79.04/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.15; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=242.02).,100,78.15,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,242.02,4054.028,14864.769,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,123
GD-37-34,24.836866719919367,87.44158161640303,"https://www.google.com/maps?q=24.836866719919367,87.44158161640303",97.44084682440852,0.7115043608108295,0.2439305596526233,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0312,0.0734,9.34,0,False,0,NO_REPEATED_FIRE,LOW,14.4,ROUTINE_MONITORING,False,254.52,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.9,78.9,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 78.90/100 (raw score 78.90/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.6; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=254.52).,100,85.6,20.0,85.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,254.52,6137.181,22502.996,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,124
GD-46-35,24.91771472566661,87.45148253281135,"https://www.google.com/maps?q=24.917714725666606,87.45148253281135",90.65590644556536,0.7100125486061322,0.2308305775587986,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0317,0.0579,8.77,0,False,0,NO_REPEATED_FIRE,LOW,14.4,ROUTINE_MONITORING,False,204.92,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.9,78.9,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 78.90/100 (raw score 78.90/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.6; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=204.92).,100,85.6,20.0,85.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,204.92,2976.337,10913.235,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,125
GD-35-38,24.81890049641933,87.48118528204935,"https://www.google.com/maps?q=24.818900496419335,87.48118528204935",90.49517541191082,0.4982746663781051,0.15498425884515,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.1831,0.0277,0.0,0,False,0,NO_REPEATED_FIRE,LOW,22.39,LOW_ECOLOGICAL_WATCH,False,174.81,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.9,78.9,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 78.90/100 (raw score 78.90/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.61; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=174.81).,100,77.61,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,174.81,3022.359,11081.984,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,126
GD-39-37,24.854832943418497,87.47128436563652,"https://www.google.com/maps?q=24.854832943418497,87.47128436563652",87.49483612778427,0.6953591148175404,0.2031369635700795,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0325,0.0448,5.08,0,False,0,NO_REPEATED_FIRE,LOW,14.61,ROUTINE_MONITORING,False,254.17,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.85,78.85,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 78.85/100 (raw score 78.85/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.39; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=254.17).,100,85.39,20.0,85.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,254.17,2543.598,9326.527,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,127
GD-20-31,24.684153820172146,87.41187887,"https://www.google.com/maps?q=24.684153820172146,87.4118788671741",99.67302332101563,0.7317711415575399,0.2978402074516841,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.069,0.0347,5.33,0,False,0,NO_REPEATED_FIRE,LOW,14.65,LOW_ECOLOGICAL_WATCH,False,204.88,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.84,78.84,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 78.84/100 (raw score 78.84/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.35; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=204.88).,100,85.35,20.0,85.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,204.88,7411.746,27176.401,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,128
GD-37-36,24.83686671991913,87.46138344922582,"https://www.google.com/maps?q=24.836866719919126,87.46138344922582",95.99562212973572,0.6875366259632687,0.2137400574549756,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0409,0.0484,9.88,0,False,0,NO_REPEATED_FIRE,LOW,14.82,ROUTINE_MONITORING,False,248.7,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.8,78.8,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 78.80/100 (raw score 78.80/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.18; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=248.70).,100,85.18,20.0,85.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,248.7,2769.236,10153.865,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,129
GD-23-38,24.711103155421124,87.48118528205372,"https://www.google.com/maps?q=24.711103155421124,87.48118528205372",86.14078359066603,0.5904033976967293,0.1504835775073942,MODERATE,GOOD_MOISTURE,STABLE,STABLE,-0.0835,0.0046,0.72,0,False,0,NO_REPEATED_FIRE,LOW,22.79,LOW_ECOLOGICAL_WATCH,False,180.1,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.8,78.8,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 78.80/100 (raw score 78.80/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.21; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=180.10).,100,77.21,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,180.1,2824.846,10357.77,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,130
GD-25-37,24.729069378921068,87.47128437,"https://www.google.com/maps?q=24.729069378921068,87.4712843656415",92.61060046632284,0.62280306,0.17297442,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0873,0.011,0.12,0,False,0,NO_REPEATED_FIRE,LOW,22.89,LOW_ECOLOGICAL_WATCH,False,154.96,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,78.78,78.78,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 78.78/100 (raw score 78.78/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.11; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=154.96).,100,77.11,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,154.96,3192.386,11705.417,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,131
